"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15"
"3198",401000,"5",1.75,3010,12523,"1","0","0","3","8",1780,1230,63,2015,47.707,-122.316,2040,7560
"3199",210000,"4",1,1030,4583,"1","0","0","3","7",1030,0,48,2015,47.4231,-122.329,1730,8023
"3200",365000,"3",1,980,5110,"1","0","0","4","7",780,200,76,2015,47.7002,-122.314,1430,5110
"3201",178000,"6",1.5,1990,18200,"1","0","0","3","7",1990,0,55,2015,47.4938,-122.262,1860,8658
"3202",710000,"3",1,1790,4000,"1","0","0","4","7",1040,750,92,2015,47.6405,-122.301,1310,4000
"3203",255000,"3",1,810,7980,"1","0","0","1","6",810,0,87,2015,47.489,-122.337,1440,7980
"3204",528000,"6",2.25,2940,38009,"1","0","0","3","8",1700,1240,38,2015,47.7653,-122.077,2620,38300
"3205",537000,"5",4.25,4883,26040,"2","0","3","3","10",3859,1024,9,2015,47.263,-122.216,3736,9870
"3206",442000,"5",1.5,1360,6110,"1","0","0","3","7",1010,350,60,2015,47.5755,-122.396,1520,6110
"3207",375000,"4",1.75,1370,19550,"1","0","0","3","7",1370,0,37,2006,47.7002,-121.912,1430,17550
"3208",637250,"5",2.5,2120,3220,"2","0","0","3","9",2120,0,10,2015,47.6662,-122.083,2120,3547
"3209",427500,"4",1.75,1240,7200,"1","0","0","5","7",1240,0,73,2015,47.5142,-122.389,1640,7200
"3210",7e+05,"5",2.5,2770,89298,"2","0","0","3","8",2770,0,11,2015,47.6624,-122.01,2650,89298
"3211",680000,"4",1.75,1660,5750,"1","0","0","4","7",1080,580,106,2015,47.5843,-122.385,2060,5560
"3212",393820,"3",2,1170,8251,"1","0","0","3","7",1170,0,74,2015,47.6873,-122.291,1360,6798
"3213",525000,"5",2.75,2470,7200,"1","0","0","5","7",1350,1120,75,2015,47.5631,-122.317,1500,6000
"3214",505000,"3",1.75,1310,3816,"1","0","0","2","7",1110,200,86,2015,47.679,-122.368,1510,3816
"3215",555565,"4",2,1670,11337,"1","0","1","4","7",1670,0,56,2015,47.6602,-122.188,2210,11337
"3216",650000,"4",1.75,1660,10819,"1","0","0","4","7",1240,420,73,2015,47.7045,-122.379,3110,11853
"3217",632500,"6",3.25,3500,7254,"2","0","0","3","8",2760,740,10,2015,47.5444,-121.881,2820,6317
"3218",269000,"4",2.5,1440,3800,"2","0","0","3","7",1440,0,10,2015,47.3606,-122.039,1890,3819
"3219",405000,"5",2.75,2360,7716,"1","0","0","3","7",1390,970,37,2015,47.7301,-122.223,2160,8794
"3220",845000,"4",3.5,3460,15745,"2","0","0","3","10",3460,0,29,2015,47.7262,-122.06,3350,14825
"3221",234000,"4",1,1750,8820,"1","0","0","4","7",1750,0,54,2015,47.3608,-122.29,1400,9600
"3222",638000,"5",1.75,1470,4236,"1.5","0","0","4","7",1470,0,69,2015,47.6692,-122.399,1480,5400
"3223",290000,"4",1.75,1710,10950,"1","0","0","3","7",1060,650,48,2015,47.4678,-121.745,1180,10950
"3224",262000,"2",0.75,520,12981,"1","0","0","5","3",520,0,95,2015,47.2082,-121.995,1340,12233
"3225",270000,"5",2.5,2350,5835,"2","0","0","3","8",2350,0,12,2015,47.3494,-122.153,3010,5772
"3226",875000,"5",2.25,2380,4876,"2","0","0","4","9",2240,140,67,2015,47.6822,-122.4,1780,4559
"3227",299000,"4",2.25,1920,7840,"2","0","0","4","8",1920,0,33,2015,47.3631,-122.276,2170,7210
"3228",551000,"4",1,1580,6000,"1","0","0","5","7",1580,0,68,2015,47.5286,-122.032,1580,6000
"3229",350000,"4",2.75,3070,5280,"2","0","1","3","7",2360,710,65,1986,47.4486,-122.353,2570,18983
"3231",511718,"3",1.75,1700,5000,"1","0","0","3","6",850,850,100,2015,47.6787,-122.363,1690,5000
"3232",965000,"5",3.25,5010,49222,"2","0","0","5","9",3710,1300,37,2015,47.5489,-122.092,3140,54014
"3233",475000,"5",2.25,2680,4673,"2","0","0","3","7",2680,0,16,2015,47.7539,-122.219,2460,4645
"3234",1062000,"5",2.75,2720,4000,"1.5","0","2","5","8",1840,880,87,2015,47.6797,-122.359,1600,4000
"3235",252000,"3",1,940,15450,"1","0","0","4","6",940,0,89,2015,47.4408,-122.461,1370,34820
"3237",374950,"3",2.25,1240,1172,"2","0","0","3","8",1000,240,7,2015,47.5877,-122.316,1260,1111
"3238",739000,"6",4,4660,9900,"2","0","2","4","9",2600,2060,36,2015,47.5135,-122.2,3380,9900
"3239",271000,"5",1.75,1710,7200,"1","0","0","5","7",910,800,40,2015,47.3967,-122.174,1730,7200
"3240",230000,"3",1,930,7550,"1","0","0","3","6",930,0,29,2015,47.4866,-122.303,1370,10176
"3241",210000,"4",2.25,1430,9150,"1","0","0","3","7",1070,360,31,2015,47.3239,-122.35,1430,6364
"3242",350000,"4",2.75,1650,5700,"2","0","0","4","7",1650,0,27,2015,47.4563,-122.348,1320,7620
"3243",491500,"4",2.25,1560,12000,"1","0","0","4","7",1110,450,47,2015,47.7256,-122.166,2190,4612
"3244",325000,"4",2.5,1870,9825,"1","0","0","4","7",1250,620,21,2015,47.4639,-121.744,1380,11475
"3245",190000,"4",2,1320,7625,"1","0","0","3","7",1320,0,28,2015,47.3635,-122.045,1420,7500
"3246",658600,"5",2,1400,4690,"1.5","0","0","4","7",1400,0,70,2015,47.6826,-122.378,1400,4690
"3247",299950,"4",1.5,1940,8951,"1","0","0","3","7",1300,640,57,2015,47.473,-122.328,2000,8319
"3248",464000,"6",2,2000,3000,"1.5","0","0","3","6",1200,800,84,2015,47.6028,-122.298,1330,4000
"3249",308000,"4",1,1640,18144,"1.5","0","0","3","6",1640,0,73,2015,47.5027,-122.33,1500,9065
"3250",625000,"4",1,1020,7650,"1","0","0","3","6",1020,0,96,2015,47.6795,-122.202,1870,5500
"3251",240000,"4",1.75,1630,9450,"1","0","0","4","7",1080,550,38,2015,47.3729,-122.295,1280,9100
"3252",530000,"5",2.5,2940,35996,"2","0","0","3","9",2940,0,20,2015,47.3401,-122.067,2890,35089
"3253",1e+06,"6",4.5,2120,8944,"2","1","4","5","8",2120,0,76,1963,47.5488,-122.197,2870,8944
"3254",439000,"2",1,790,2400,"1","0","0","3","7",790,0,97,2015,47.6178,-122.299,1580,2566
"3255",575000,"5",1.75,2020,6200,"1","0","0","4","6",1010,1010,67,2015,47.7013,-122.35,1440,4158
"3256",418000,"4",1.75,1530,7238,"1","0","0","3","7",1530,0,56,2015,47.7629,-122.315,1580,7238
"3258",1100000,"5",3.75,2930,3200,"1.5","0","0","5","9",2130,800,90,2015,47.643,-122.359,1900,4320
"3260",580000,"4",2.5,2180,40278,"2","0","0","3","9",2180,0,30,2015,47.733,-122.09,2630,40000
"3261",380000,"3",1,1040,7372,"1","0","0","5","7",840,200,76,2015,47.5285,-122.378,1930,5150
"3262",256000,"4",1,880,5375,"1","0","0","4","5",880,0,91,2015,47.4858,-122.202,980,4838
"3263",349950,"4",1,1400,7066,"1","0","0","3","8",1400,0,58,2015,47.7127,-122.325,1400,7320
"3264",691500,"5",2.5,2600,7200,"2","0","0","3","7",2600,0,53,2002,47.6944,-122.274,1790,6175
"3265",556000,"4",1.75,1590,2500,"1.5","0","0","4","7",1190,400,107,2015,47.6668,-122.299,1420,3800
"3266",218000,"4",2.25,1610,7084,"1","0","0","4","8",1280,330,47,2015,47.3146,-122.384,2170,8505
"3267",425000,"5",2,1390,4500,"1.5","0","0","5","7",1390,0,107,2015,47.5552,-122.311,1900,5460
"3268",935000,"4",3.25,3710,38509,"2","0","0","3","10",3710,0,17,2015,47.693,-121.868,1680,25865
"3269",732000,"5",1.75,2360,11300,"1","0","0","4","9",2360,0,41,2015,47.5728,-122.163,2290,11951
"3270",805500,"4",1,1440,10330,"1","0","0","4","7",1440,0,63,2015,47.6245,-122.193,2080,10327
"3271",507250,"4",1.75,1400,5750,"1","0","2","3","6",1100,300,100,2015,47.5659,-122.38,1500,5175
"3272",8e+05,"5",2.5,4600,67369,"2","0","0","3","10",4600,0,25,2015,47.6417,-121.992,4600,67369
"3273",6e+05,"4",2.25,2100,8276,"2","0","1","4","8",2100,0,36,2015,47.6068,-122.112,2420,18135
"3274",627800,"5",1.75,2010,12044,"1","0","0","3","9",2010,0,33,2015,47.6446,-122.068,2200,11144
"3275",660000,"3",2.25,2550,6000,"2","0","0","5","7",1860,690,113,2015,47.6739,-122.323,2010,4000
"3276",153503,"3",2.5,1240,3649,"2","0","0","3","7",1240,0,29,2015,47.3241,-122.322,1400,3721
"3277",456500,"4",2.25,2090,9163,"1","0","0","3","7",1460,630,40,2015,47.7334,-122.167,1960,7713
"3279",843500,"4",2.5,3560,11448,"2","0","0","3","11",3560,0,18,2015,47.7126,-122.104,3290,11506
"3280",625000,"4",1,1240,4080,"1","0","0","3","7",1240,0,90,2015,47.667,-122.333,2060,4080
"3281",527000,"3",1.75,1640,4080,"1","0","0","3","7",840,800,94,2015,47.6645,-122.326,1980,4080
"3283",1003000,"6",2.5,3150,50094,"2","0","0","4","9",3150,0,46,2015,47.6387,-122.177,3600,48787
"3284",855000,"5",3,2550,5300,"2","0","0","3","8",1720,830,107,2013,47.6786,-122.367,1590,4505
"3285",725000,"5",3.25,3940,27591,"2","0","3","3","9",3440,500,15,2015,47.5157,-122.116,3420,29170
"3286",315000,"2",1,580,7200,"1","0","0","3","6",580,0,15,2015,47.5249,-122.373,1360,7560
"3287",180000,"4",1.75,1330,16000,"1","0","0","3","7",1330,0,37,2015,47.28,-122.257,1330,14374
"3288",7e+05,"3",1,930,5000,"1","0","3","3","7",930,0,89,2013,47.5333,-122.388,1760,5228
"3289",476500,"4",1,1060,8625,"2","0","0","4","7",1060,0,53,1997,47.6615,-122.179,2010,8901
"3290",193000,"4",1.5,1180,9048,"1","0","0","3","7",1180,0,55,2015,47.4327,-122.328,1460,8942
"3291",295000,"5",2.5,1850,6663,"2","0","0","3","7",1850,0,25,2015,47.3618,-122.195,1850,6417
"3292",363000,"3",1,820,4880,"1","0","0","4","6",820,0,90,2015,47.5483,-122.394,1320,4880
"3293",875000,"5",2.5,3600,21794,"2","0","0","4","11",3600,0,25,2015,47.7121,-122.072,3410,19864
"3294",257200,"4",2,1850,8250,"1","0","0","4","7",1150,700,63,2015,47.3066,-122.209,1580,7153
"3295",555000,"4",2,2240,11250,"1","0","0","3","8",2240,0,47,2015,47.6371,-122.119,2200,12500
"3296",380000,"4",2.25,1860,15559,"2","0","0","4","7",1860,0,52,2015,47.1559,-121.646,1110,11586
"3297",282000,"5",2.75,2390,7330,"2","0","0","3","7",2390,0,26,2015,47.3061,-122.359,1980,6735
"3298",545000,"5",2.5,2040,6034,"2","0","0","3","7",2040,0,25,2015,47.6952,-122.323,1380,5986
"3299",550000,"4",1.5,1900,5000,"1.5","0","0","3","7",1640,260,89,2015,47.6779,-122.294,2090,5000
"3300",921500,"4",1.5,1900,5000,"1.5","0","0","3","7",1640,260,89,2015,47.6779,-122.294,2090,5000
"3301",885000,"4",1.5,2200,2880,"2","0","0","5","7",1440,760,111,2015,47.6308,-122.312,2440,4640
"3302",820000,"5",2.25,2280,6660,"1.5","0","2","3","8",1960,320,75,1984,47.6503,-122.368,1720,5336
"3303",289000,"4",1,1090,7315,"1","0","0","5","6",1090,0,34,2015,47.494,-122.165,1090,5800
"3304",334000,"2",1,670,5750,"1","0","0","3","7",670,0,73,2011,47.5624,-122.394,1170,5750
"3305",206000,"4",1,1050,5233,"1","0","0","5","5",1050,0,109,2015,47.3106,-121.999,970,7500
"3306",491950,"4",2.25,2090,10733,"1","0","0","3","7",1440,650,57,2015,47.6971,-122.281,1740,8100
"3307",430000,"4",2.5,2030,7770,"2","0","0","3","8",2030,0,12,2015,47.5253,-121.93,1360,10782
"3308",208000,"4",2,1250,7995,"1","0","0","4","7",1250,0,35,2015,47.3684,-122.092,1540,7650
"3309",245000,"5",2.25,2600,6390,"1","0","0","3","8",1390,1210,37,2015,47.3174,-122.366,2110,6700
"3310",426000,"3",1,640,2500,"1","0","0","4","6",640,0,97,2015,47.6776,-122.361,1460,4200
"3311",4e+05,"4",2.5,2120,3742,"2","0","0","3","7",2120,0,9,2015,47.4787,-122.129,2250,4696
"3312",553000,"4",1,1330,5100,"1","0","0","3","7",900,430,73,2015,47.6837,-122.291,1500,5100
"3313",296000,"3",1,750,4680,"1","0","0","3","5",750,0,67,2015,47.6919,-122.371,1450,4400
"3314",428000,"4",2.5,2230,32660,"1","0","0","4","8",2230,0,38,2015,47.3321,-122.105,2400,33120
"3315",325000,"5",2.5,1890,6156,"1","0","0","3","7",980,910,35,2015,47.551,-122.356,1590,6954
"3316",294000,"3",1,820,6366,"1","0","0","5","6",820,0,63,2015,47.7512,-122.34,1580,10169
"3317",410000,"4",1.75,1880,8424,"1","0","0","4","7",1380,500,38,2015,47.5116,-122.161,1970,8523
"3318",590000,"5",4.25,2360,57514,"2","0","0","4","8",2360,0,76,1987,47.2843,-122.294,2037,35733
"3319",445000,"4",2.25,1850,4050,"2","0","0","4","7",1850,0,30,2015,47.5669,-122.017,1650,4468
"3320",921000,"5",2.5,2310,5362,"2","0","4","4","8",2010,300,87,2015,47.6044,-122.284,2530,5960
"3321",496000,"4",1.5,2520,37616,"1","0","0","3","8",2520,0,60,2015,47.4777,-121.763,1470,33750
"3322",95000,"3",1,800,8550,"1","0","0","3","7",800,0,68,2015,47.4075,-122.294,1490,8550
"3323",359000,"5",1.75,1580,6396,"1","0","0","4","6",790,790,70,2015,47.5378,-122.369,1180,6396
"3324",452500,"4",2.5,2430,88426,"1","0","0","4","7",1570,860,30,2015,47.4828,-121.718,1560,56827
"3325",555000,"5",1.75,2350,6200,"1.5","0","0","4","7",1410,940,69,2015,47.559,-122.397,1800,6150
"3326",549900,"6",3,3800,42316,"1.5","0","0","4","9",3800,0,31,2015,47.3488,-122.095,2580,35775
"3327",569000,"6",3,3670,10583,"1","0","0","5","8",2060,1610,63,2015,47.7589,-122.277,2720,13865
"3328",318500,"5",2,1780,7350,"1","0","0","5","7",900,880,41,2015,47.4562,-122.158,1480,7350
"3329",487028,"3",1.5,1295,1093,"2","0","0","3","9",1105,190,8,2015,47.6192,-122.299,1295,1413
"3330",240000,"4",1,1350,7560,"1","0","0","4","7",950,400,56,2015,47.3784,-122.303,1470,7560
"3331",253000,"4",2.25,1440,9806,"1","0","0","3","7",1440,0,50,2015,47.3857,-122.212,1590,9782
"3332",380000,"6",1.75,1320,38125,"1","0","0","4","7",1120,200,68,2015,47.3937,-122.323,2360,15070
"3333",250000,"3",0.75,700,16828,"1","0","0","4","6",700,0,57,2015,47.3009,-122.125,2010,29316
"3334",368500,"3",1.75,2510,19141,"2","0","0","3","9",2510,0,38,2015,47.3103,-122.199,2400,13030
"3335",340000,"4",1,3180,27586,"1","0","0","3","8",1400,1780,46,2015,47.1986,-121.967,2180,27586
"3336",4e+05,"3",1,910,4000,"1","0","0","3","7",910,0,97,2015,47.5427,-122.388,1060,1346
"3337",835000,"4",2,1570,4625,"1.5","0","0","5","8",1570,0,88,2015,47.68,-122.399,1760,4625
"3338",299000,"4",2.5,2450,7062,"2","0","0","3","8",2450,0,22,2015,47.3061,-122.36,1960,7200
"3340",265000,"4",2,1570,5706,"1","0","0","3","7",1570,0,17,2015,47.3156,-122.188,1570,5706
"3341",437500,"5",2.5,2680,7513,"2","0","0","3","8",2680,0,17,2015,47.4956,-122.161,2640,7243
"3342",865000,"4",1.75,2090,4725,"2","0","0","3","7",1610,480,68,2013,47.657,-122.394,1280,4725
"3343",626000,"4",2,2150,7200,"1","0","0","3","8",2150,0,27,2015,47.5709,-122.018,2510,7222
"3344",247300,"3",2,1140,1118,"2","0","0","3","7",1040,100,6,2015,47.596,-122.311,1140,1118
"3346",425000,"4",1,1790,6000,"1.5","0","0","2","8",1790,0,78,2015,47.5448,-122.32,1060,4000
"3347",905000,"6",3.5,3100,10200,"1","0","4","3","9",1660,1440,45,2015,47.6134,-122.112,2700,10455
"3348",641250,"4",2.5,2220,2550,"3","0","2","3","10",2220,0,25,2015,47.6963,-122.393,2200,5610
"3349",675000,"5",2.5,2370,9679,"2","0","0","3","8",2370,0,31,2015,47.5631,-122.085,2290,7944
"3350",845000,"5",2.75,4070,115434,"2","0","0","3","9",4070,0,13,2015,47.4843,-121.752,2970,95832
"3351",401500,"5",1,1790,8400,"1","0","0","4","7",1260,530,61,2015,47.7627,-122.353,1470,8400
"3352",395000,"4",2.5,1610,3755,"2","0","0","3","7",1610,0,28,2015,47.6825,-122.097,1300,3823
"3353",1100000,"6",2.75,2830,18050,"1","0","0","5","7",1630,1200,57,2015,47.5773,-122.226,2370,14250
"3354",145000,"4",1,1010,5490,"1","0","0","3","6",1010,0,61,2015,47.4762,-122.293,1740,10658
"3355",9e+05,"4",1,1560,3825,"1.5","0","0","3","8",1390,170,85,2015,47.6803,-122.387,1700,5100
"3356",374500,"4",1.5,1330,8636,"1","0","0","4","7",1330,0,47,2015,47.7289,-122.203,1370,7475
"3357",850000,"5",2.25,2330,10451,"2","0","0","4","8",2330,0,50,2015,47.6044,-122.168,1880,8400
"3358",490000,"4",1,960,5750,"1","0","0","3","7",960,0,64,2015,47.5689,-122.393,1520,5750
"3359",304000,"4",2.5,1710,6773,"2","0","0","3","8",1710,0,22,2015,47.2635,-122.312,2220,7551
"3360",4e+05,"5",2.25,2230,7200,"1","0","0","4","7",1300,930,52,2015,47.7648,-122.33,2010,7752
"3361",454000,"4",2,1700,10000,"2","0","0","3","8",1700,0,23,2015,47.7661,-122.205,1460,9621
"3362",160000,"3",2,1040,4750,"1","0","0","2","6",850,190,65,2015,47.5293,-122.272,1350,5000
"3363",542000,"4",1.75,1070,8030,"1","0","0","3","7",1070,0,49,2014,47.67,-122.155,1540,7875
"3364",403500,"6",2.5,3600,17300,"1","0","0","4","8",2410,1190,47,2015,47.4468,-122.341,2620,30200
"3365",418000,"5",2.5,2750,8471,"2","0","0","3","7",2750,0,12,2015,47.3671,-122.029,2610,7482
"3366",406000,"5",1.5,1920,6000,"2","0","1","3","7",1920,0,64,2015,47.4029,-122.321,1920,6000
"3367",242500,"4",2.25,1770,10000,"1","0","0","3","7",1340,430,37,2015,47.3814,-122.322,1270,5055
"3368",425000,"5",2.5,2460,5440,"2","0","0","3","9",2460,0,12,2015,47.448,-122.121,2460,5124
"3369",613000,"5",2,1550,4815,"1.5","0","0","3","7",1550,0,106,2015,47.667,-122.336,1680,4013
"3370",189000,"4",2,1460,11481,"1","0","0","2","7",1170,290,20,2015,47.4493,-121.777,1540,9680
"3371",7e+05,"5",2.25,2440,9450,"1.5","0","0","3","7",2440,0,68,2014,47.7061,-122.307,1720,7503
"3372",750000,"4",1,1640,6516,"1.5","0","0","4","7",1440,200,80,2015,47.6693,-122.339,1770,4000
"3373",494000,"3",1,1290,4650,"1","0","0","4","7",1290,0,109,2015,47.6877,-122.325,1640,3900
"3374",7e+05,"5",3,3150,7778,"2","0","0","3","9",3150,0,15,2015,47.5972,-122.018,2970,6500
"3375",705000,"3",2.5,2305,5580,"1","0","0","3","8",2305,0,8,2015,47.7203,-122.024,1440,5748
"3376",356000,"3",1.75,1060,16470,"1","0","0","3","7",1060,0,38,2015,47.7409,-122.089,1790,16748
"3377",625000,"4",1.75,2060,12558,"1","0","0","4","7",1350,710,31,2015,47.6659,-122.144,1850,8722
"3378",144975,"3",1,900,7500,"1","0","0","3","5",900,0,75,2015,47.4177,-122.319,1350,7500
"3379",970000,"5",4.5,3890,5906,"2","0","3","3","11",3060,830,11,2015,47.5426,-121.995,4170,6052
"3380",415000,"4",1.75,1910,12596,"1","0","0","3","7",1340,570,38,2015,47.7399,-122.099,1550,13310
"3381",485000,"5",3,2340,7048,"1","0","0","4","8",1340,1000,36,2015,47.7306,-122.227,1440,8088
"3382",799950,"4",3,2900,11769,"2","0","0","3","10",2900,0,18,2015,47.6993,-122.118,2900,9611
"3383",783350,"5",2.5,3290,35001,"2","0","0","3","10",3290,0,24,2015,47.7231,-122.038,4090,40371
"3384",430000,"2",1,630,1362,"1","0","0","3","7",630,0,72,2015,47.6342,-122.342,1090,1376
"3386",975000,"5",2.5,4270,43386,"1","0","0","3","10",2680,1590,24,2015,47.6915,-122.053,3630,36180
"3387",950000,"4",1.5,1700,8050,"1","0","0","3","7",1130,570,65,2015,47.6304,-122.218,2920,12239
"3388",350000,"3",1,1430,8157,"1.5","0","0","3","7",1150,280,71,2015,47.7256,-122.361,1820,8157
"3389",637000,"5",2.75,2850,7510,"2","0","0","3","8",2850,0,7,2015,47.7097,-122.305,1510,8833
"3390",895000,"4",2,2160,105415,"1","0","0","3","10",2160,0,24,2015,47.4806,-122.152,2760,9620
"3391",579000,"3",2,1760,7200,"1","0","0","5","7",880,880,69,2015,47.5658,-122.276,1760,7200
"3392",314900,"5",1.75,2700,27072,"1","0","0","3","7",1380,1320,57,2015,47.2877,-122.293,2460,34850
"3393",122000,"3",1,860,6000,"1","0","0","3","6",860,0,70,2015,47.2109,-121.985,1300,6000
"3394",405000,"3",1,880,3000,"1","0","0","5","7",880,0,88,2015,47.6868,-122.349,1300,3000
"3395",553650,"3",2.5,1360,1349,"2","0","0","3","8",1050,310,18,2015,47.6254,-122.292,1430,4400
"3396",369900,"3",2.5,1770,1853,"3","0","0","3","8",1770,0,8,2015,47.5472,-122.371,1770,1924
"3397",225000,"4",2,2030,24829,"1","0","0","4","7",1220,810,36,2015,47.2718,-122.291,1980,15204
"3398",160000,"3",1,1180,9350,"1","0","0","3","6",1180,0,97,2015,47.4889,-122.259,1780,9306
"3399",449500,"5",2,2430,199940,"1","0","0","3","8",1310,1120,54,2015,47.4116,-122.029,2220,150282
"3400",650000,"4",1,1300,8266,"1","0","0","4","7",1300,0,62,2015,47.6337,-122.199,1300,8707
"3401",542126,"5",2.5,2360,43088,"2","0","0","3","8",2360,0,38,2015,47.7661,-122.071,2850,39216
"3402",309950,"4",1.5,1200,15606,"1","0","0","3","7",1200,0,30,2015,47.4752,-121.755,1210,15606
"3403",115000,"3",1,1000,16524,"1","0","0","3","5",1000,0,102,2015,47.2841,-122.255,1350,10208
"3404",221700,"3",1.5,1556,20000,"1","0","0","4","7",1556,0,58,2015,47.3891,-122.282,2250,17286
"3405",726000,"4",2.5,1890,3880,"1.5","0","0","4","8",1460,430,100,2015,47.6642,-122.362,1010,3880
"3406",515000,"4",1.75,1810,5733,"1","0","0","4","7",1010,800,89,2015,47.5709,-122.388,1260,4680
"3407",756000,"5",2.5,2730,10753,"2","0","0","3","9",2730,0,24,2015,47.5414,-122.133,3090,10740
"3409",442000,"5",2.25,2080,12007,"1","0","0","4","8",1220,860,36,2015,47.6259,-122.051,2110,12459
"3410",260000,"5",2,1620,7992,"2","0","0","4","7",1620,0,40,2015,47.395,-122.176,1710,7500
"3411",390000,"3",1.75,1150,2723,"1","0","0","4","7",770,380,92,2015,47.6357,-122.322,1440,4000
"3412",459500,"3",1,1250,3825,"1","0","0","3","7",850,400,86,2015,47.6805,-122.38,1370,4998
"3413",330000,"4",1.5,1430,8000,"1","0","0","5","7",1430,0,67,2015,47.772,-122.322,1410,9820
"3414",189000,"3",1,790,7128,"1","0","0","3","6",790,0,71,2015,47.4873,-122.324,1110,7150
"3415",280000,"4",1,1200,9322,"1.5","0","0","4","7",1200,0,61,2015,47.3749,-122.225,1540,9677
"3416",4e+05,"3",1.75,2110,9519,"1","0","0","2","7",2110,0,67,2015,47.7504,-122.306,1480,9519
"3417",368000,"5",2,3160,11193,"1","0","0","5","6",2410,750,73,2015,47.4937,-122.184,1020,5940
"3418",390000,"5",1.75,2700,7875,"1.5","0","0","4","8",2700,0,47,2015,47.454,-122.144,2220,7875
"3419",245000,"3",1,820,7475,"1","0","0","3","6",820,0,70,2015,47.7321,-122.341,1030,5720
"3420",375000,"5",2.5,1800,8432,"1","0","0","4","7",1200,600,55,2015,47.7463,-122.336,1780,8432
"3421",465000,"6",1.5,1750,12491,"1","0","0","3","6",1390,360,54,2015,47.6995,-122.174,1560,12473
"3422",445000,"4",2,1540,67953,"1","0","0","3","7",1540,0,18,2015,47.5018,-122.126,1250,9100
"3423",250000,"4",1,1130,7800,"1","0","0","3","7",1130,0,63,2015,47.5239,-122.288,1170,7800
"3424",475500,"4",1,1500,9416,"1","0","0","4","8",1500,0,63,2015,47.7135,-122.332,1440,7200
"3425",672324,"3",1.75,1600,5795,"1.5","0","0","3","8",1600,0,75,2015,47.6709,-122.276,2310,6301
"3426",420000,"4",2,1200,5029,"1","0","0","3","6",880,320,78,2015,47.6936,-122.294,1510,5854
"3427",515000,"4",2,1690,5100,"1.5","0","0","5","7",1690,0,108,2015,47.6801,-122.38,1690,5100
"3428",732350,"5",2.5,2270,7665,"2","0","0","3","9",2270,0,29,2015,47.6612,-122.148,2450,8706
"3429",297500,"5",2.5,1910,5000,"2","0","0","3","7",1910,0,10,2015,47.3608,-122.036,2020,5000
"3430",475000,"4",1.5,1640,2720,"1.5","0","0","3","8",1640,0,86,2015,47.6869,-122.317,1490,4375
"3431",414000,"5",2.5,2120,6497,"2","0","0","3","7",2120,0,12,2015,47.7241,-121.957,2230,6300
"3432",357250,"4",1.5,1400,8840,"1","0","0","4","6",1400,0,63,2015,47.7273,-122.309,1260,8840
"3433",289950,"3",1,760,6000,"1","0","0","4","6",760,0,65,2015,47.7168,-122.34,950,6000
"3434",550000,"4",1,1070,3713,"1","0","0","4","6",1070,0,98,2015,47.5683,-122.285,1290,3960
"3435",446000,"4",1.75,1460,9998,"1","0","0","3","7",960,500,57,2015,47.7434,-122.242,1460,9998
"3436",279000,"4",1.5,1280,16738,"1.5","0","0","4","5",1280,0,83,2015,47.3895,-122.023,1590,16317
"3437",370000,"4",2.25,1650,4859,"2","0","0","3","7",1650,0,27,2015,47.7729,-122.172,1890,5018
"3438",216000,"4",2,1260,4125,"1","0","0","3","6",1260,0,17,2015,47.4401,-122.279,1300,9091
"3439",1100000,"4",2.5,2200,20000,"1","0","1","3","7",1400,800,63,2015,47.5809,-122.191,3050,11775
"3441",355000,"3",1.5,1140,2500,"1","0","1","3","7",630,510,27,2015,47.5707,-122.359,1500,5000
"3442",699000,"5",2.5,2550,7312,"2","0","0","3","9",2550,0,27,2015,47.6441,-122.113,2330,7480
"3443",412000,"4",2.5,1553,1991,"3","0","0","3","8",1553,0,1,2015,47.7049,-122.34,1509,2431
"3444",276000,"3",1,1140,7200,"1","0","0","3","6",1140,0,92,1951,47.5265,-121.823,1110,7200
"3445",1e+05,"3",1,790,6426,"1","0","0","3","6",790,0,71,2015,47.4933,-122.245,1380,6946
"3446",955500,"5",1.75,2130,5080,"1.5","0","0","3","8",2130,0,101,1993,47.6427,-122.363,1900,5080
"3447",199000,"4",1,1390,21262,"1","0","0","3","7",1390,0,57,2015,47.4454,-122.185,1560,10800
"3448",762000,"5",3.5,4000,15253,"2","0","0","3","9",4000,0,8,2015,47.5433,-121.887,3550,8747
"3449",425000,"5",2,1520,7983,"1","0","0","5","7",1520,0,48,2015,47.7357,-122.193,1520,7783
"3450",546000,"3",1,1657,5031,"2","0","0","3","7",1657,0,105,2015,47.5699,-122.389,2050,6201
"3451",419600,"4",1.75,1680,8460,"1","0","0","3","7",1180,500,39,2015,47.7554,-122.353,1890,9529
"3452",735000,"5",2.25,2270,5102,"1","0","0","5","8",1340,930,61,2015,47.6528,-122.408,1800,5102
"3454",445000,"3",2,1240,2500,"2","0","0","3","7",1240,0,30,2015,47.6793,-122.395,1660,5000
"3455",665000,"4",2,1740,41275,"1","0","0","3","8",1740,0,41,1989,47.4914,-121.763,2630,41275
"3457",508500,"5",2.75,2520,12500,"2","0","0","3","8",1720,800,36,2015,47.6225,-122.064,2520,13000
