"","racepctblack","racePctWhite","medIncome","pctWWage","pctWInvInc","pctWPubAsst","medFamInc","perCapInc","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctOccupMgmtProf","MalePctDivorce","FemalePctDiv","TotalPctDiv","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctKidsBornNeverMar","PctLargHouseFam","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","PctHousOwnOcc","PctVacantBoarded","PctHousNoPhone","PctWOFullPlumb","MedRentPctHousInc","LemasPctOfficDrugUn","murdPerPop","rapes","rapesPerPop","robbbPerPop","assaultPerPop","burglaries","burglPerPop","larcPerPop","autoTheftPerPop","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop"
"666",8.23,90,30516,80.74,49.69,2.61,42598,17582,6.66,2.64,9.38,42.02,3.15,63.2,43.79,9.29,14.36,12.13,73.75,74.3,91.92,81.16,1.87,1.71,59.17,0.77,55.76,2,52.83,0.37,1.23,0.41,22.4,0,8.31,4,16.62,241.05,108.06,180,748.1,4596.65,727.32,22.9861191496062,374.05,5063.12599307631
"667",39.47,49.16,46758,80.51,44.2,5.71,53022,25820,8.42,7.9,19.9,34.68,5.32,66.2,37.53,9.05,13.33,11.38,69.19,64.12,83.68,69.97,7.55,9.02,64.67,6.44,46.97,3,60.96,2.5,2.68,0.5,27.4,0,4,9,35.97,275.8,307.78,323,1291.07,2774,523.62,4,623.55,4592.69
"668",40.43,58.37,19779,69.08,27.28,15.5,24819,9946,26.53,10.74,31.66,12.29,10.39,51.62,21.74,15.52,19.24,17.53,49.22,43.22,51.14,48.38,10.87,6.17,52.22,2.96,54.84,2,50.98,14.44,8.83,0.55,29.3,2.37,27.32,269,150.01,822.52,629.58,4303,2399.53,5282.53,1638.91,144.99,1629.43,9465.95
"669",5.75,74.14,35681,73.38,46.1,5.49,43260,17563,4.98,7.34,20.55,16.93,5.29,60.33,24.07,11.69,14.5,13.18,72.16,69.45,88.16,71.62,1.46,4.44,62.07,5.19,56.73,2,58.51,0.28,1.73,0.25,26.7,0,7.16,25,35.8,512.61,349.37,851,1218.52,4879.79,1010.9,41.52,904.94,7150.73
"670",10.13,88.55,34990,89.91,37.19,3.76,40059,13698,4.04,8.09,21.56,21.51,3.64,74.76,27.84,9.07,13.02,11.15,79.63,78.06,91.8,81.54,1.6,2.58,72.53,2.02,37.1,3,68.46,0.38,2.82,0.49,18.8,0,0,4,30.79,30.79,92.36,65,500.27,1685.52,100.05,0,153.93,2285.85
"671",0.36,93.48,29784,77.47,34.2,6.95,33389,11090,11.94,3.44,22.66,11.22,10.08,57.91,20.51,10.77,12.26,11.54,75.35,76.49,76.16,84.84,1.96,8.85,77.03,3.43,35.45,3,74.47,7.47,6.11,0.08,21.8,0,6.61,3,19.83,6.61,165.23,114,753.47,3456.71,376.73,0,198.28,4586.91
"672",1.35,95.71,18423,62.23,39.3,7.98,23507,10166,18.95,11.46,25.18,13.7,9.17,43.99,25.79,13.88,14.14,14.02,69.97,66.06,79.56,82.05,0.72,3.7,67.45,1.88,53.32,2,65.61,1.27,8.98,0.37,28.4,0,0,11,76.68,41.82,104.56,155,1080.44,3373.76,181.24,6.97,223.06,4642.41
"673",17.84,80.61,31448,83.78,36.9,5.11,35198,12556,9.83,5.7,16.7,25.54,4.22,67.32,29.23,8.42,12.9,10.78,77.21,75.01,81.77,76.71,2.84,3.97,65.22,3.04,39.92,3,59.67,3.28,6.76,0.73,24.8,0,4.43,13,57.59,181.64,456.32,314,1391.1,5511.25,420.88,0,699.98,7323.23
"674",4.2,93.96,50598,89.8,59.68,1.1,55048,21387,1.55,2.15,6.44,44.02,3.06,72.13,45.68,6.84,8.88,7.87,86.83,82.86,95.81,85.08,0.36,3.73,77.28,0.59,32.67,3,70.59,0.67,0.93,0,23,0,0,1,7.93,23.78,39.64,45,356.75,3234.5,436.02,15.86,71.35,4043.13
"675",19.03,73.65,44004,80.23,54.79,4.71,56684,24330,7.68,7.88,19.69,37.48,5.02,64.7,40.1,8.16,11.95,10.22,73.04,67.53,86.67,69.74,6.71,6.36,55.26,6.12,61.1,2,51.63,0.94,2.28,0.44,25.9,1,0,7,14.09,169.08,183.17,205,412.64,4430.35,559.58,8.05,366.34,5410.63
"676",10.97,81.31,25550,77.79,36.38,5.89,28830,11039,14.87,5.45,23.07,9.65,7.85,60.32,18.64,11.39,15.99,13.82,69.81,65.79,75.57,72.9,3.78,4.03,66.59,3.95,42.86,3,67.98,20.13,4.78,0.81,27.3,0,8.37,19,79.5,117.16,87.87,286,1196.75,3293.16,447.74,8.37,292.91,4946.02
"677",0.17,98.62,37549,86.93,41.69,5.41,43057,14616,7,4.37,14.45,19.28,6.97,69.95,22.05,7.21,9.75,8.52,80.62,82.51,89.31,78.87,0.98,4.77,80.4,2.25,36.75,3,74.52,0,1,0.34,26.7,0,0,4.43469873100259,27.6181784894071,15.1,83.08,96,725.02,2628.2,151.05,7.55,117.600494031412,3511.82
"678",12.05,87,31938,89.28,36.92,2.06,40000,16915,4.88,2.84,8.27,46.51,3.2,81.4,39.37,10.66,14.37,12.66,76.08,73.68,88.68,65.1,2.21,1.8,45.92,1.39,64.35,2,34.83,0.39,1.1,0.36,21.6,0,7.02,3,21.07,154.55,70.25,108,758.69,4137.69,316.12,0,252.9,5212.5
"679",13.98,79.77,44002,92.63,48.09,2.36,49133,21615,3.5,3.77,13.22,36.09,2.22,82.95,38.56,13.13,16.5,14.85,72.24,70.54,86.76,73.88,5.61,2.73,55.19,2.96,56.14,2,52.99,1,1.66,0.09,24.1,0,4.6,8,36.83,345.27,239.39,215,989.78,3526.38,731.98,33.0610060172874,626.09,5220.98026011646
"680",3.04,94.32,33026,77.52,53.05,4.15,41049,15535,6.09,6.37,17.6,26.62,3.63,66.51,34.24,9.61,13.68,11.82,73.72,73.23,77.46,82.65,2.4,5.06,62.83,1.47,50.43,2,54.07,0.3,2.2,0.56,26.9,0,0,0,0,187.16,221.82,152,1053.65,2807.43,942.74,13.86,408.98,4817.69
"681",0.41,88.97,79579,79.23,79.08,2.84,86972,37776,1.23,1.07,4.3,59.59,2.87,63.88,59.63,5.48,8.86,7.25,90.37,89.18,93.08,86.53,0.17,2.77,89.4,1.06,18.14,3,87.83,0.74,0,0.15,23.6,0,0,6,21.17,31.75,52.92,208,733.79,1171.24,63.5,38.81,105.84,2007.34
"682",1.33,91.88,33000,81.59,39.54,4.71,36301,12491,8.57,5.53,15.96,14.57,3.92,68.09,23.34,7.71,11.15,9.53,82.35,81.46,91.21,84.63,1.17,3.34,75.83,1.95,27.89,3,71.79,5.38,3.43,0,27.7,0,0,5,38.28,38.28,68.91,84,643.14,1906.44,206.72,45.94,145.47,2802.24
"683",5.86,52.11,55730,92.55,43.89,7.01,57156,17520,4.9,7.41,19.05,24.89,4.86,68,29.83,10.77,12.98,11.8,80.2,73.15,89.53,80.31,3.73,12.96,69.5,16.16,37.63,3,69.61,1.37,0.55,0.3,27.3,0,0,18,32.02,110.3,185.03,408,725.88,2997.79,378.95,7.12,327.36,4109.74
"684",1.65,96.61,59967,88.98,60.84,1.71,63697,21441,2.09,4.04,10.87,36.09,4.25,72.06,37.78,4.48,6.54,5.53,91.06,88.97,98.82,92.94,0.3,5.34,92.65,0.59,17.17,3,91.04,2.35,0.65,0.41,29.1,0,0,0,0,23.32,75.8,94,548.1,1072.89,99.13,17.49,99.13,1737.61
"685",1.9,94.96,54053,83.13,55.44,3.38,60714,21882,2.43,4.77,15.09,29.77,4.65,65.6,36.59,4.62,7.11,5.9,88.81,86.65,95.31,88.45,0.74,5.46,88.57,0.98,27.7,3,84.63,2.56,0.36,0.17,28.1,0,0,5,7.01,18.22,43.45,231,323.8,1185.85,61.68,1.4,68.68,1572.73
"686",2.94,83.48,41922,77.68,54.64,5.21,53778,24230,8.08,5.82,11.04,38.35,4.77,65.22,38.08,11.39,16.53,14.02,71.14,69.64,83.89,72.96,3.22,4.77,55.95,5.93,54.01,2,54.47,0.83,1.42,0.31,31.9,0,4.09,10,20.45,163.64,372.27,512,1047.27,3974.31,630,49.09,560.45,5700.67
"687",3.44,76.87,23460,80.77,27.54,9.74,25157,9603,25.32,22.23,34.67,16.2,9.85,55.19,25.83,8.69,14.05,11.54,72.19,65.81,79.82,73.7,3.76,12.4,60.32,14.01,43.94,3,57.62,5.24,8.62,0.92,26.1,4.88,7.96,281,47.61,264.48,714.99,5643,956.09,4988.01,939.66,78.11,1035.05,6961.87
"688",0.5,98.95,46932,87.62,43.92,5.15,51033,16531,4.11,2.4,12.83,21.9,7.29,71.19,26.51,6.02,8.93,7.51,86.9,85.72,96.95,80.97,0.68,6.57,92.49,1.2,24.3,3,88.96,3.72,0.75,0.02,26.4,0,0,2,12.93,25.86,265.11,71,459.1,1603.62,226.32,0,303.91,2289.04
"689",4.46,94.67,21053,64.58,42.28,8.21,29252,12665,16.91,11.51,25.28,18.43,6.66,52.57,28.82,9.47,12.57,11.2,69.05,67.22,75.14,70.2,3.23,3.25,67.5,1.09,50.72,2,61.26,5.84,8.11,0.67,26.5,0,2.93,12,35.21,164.32,331.57,388,1138.5,1634.39,258.22,29.34,534.04,3060.45
"690",0.43,98.98,36634,77.89,46.36,7.06,41969,14159,5.86,10.5,26.99,16.45,7.65,63.46,24.98,6.94,10.21,8.68,77.29,76.28,85.23,74.7,1.79,4.21,62.21,1.26,35.15,3,57.8,2.7,1.58,0.22,26.6,0,0,3,21.53,7.18,646.04,53,380.45,1170.05,86.14,0,674.75,1636.64
"691",45.09,54.09,16574,68.33,24.65,20.81,20244,9714,34.5,23.43,45.64,13.36,7.72,51.85,22.06,11.62,17.6,14.98,48.56,40.76,46.97,46.76,7.42,7.22,52.31,6.16,46.1,3,53.15,3.96,17.82,1.64,29.4,0,19.08,14,89.06,318.07,852.42,301,1914.76,6024.17,432.57,25.45,1278.63,8396.95
"692",9,80.73,22027,73.22,34.15,6.15,27605,10161,20.96,11.13,27.8,9.97,7.84,48.65,20.05,15.47,13.77,14.68,70.36,66.89,72.53,75.95,3.18,5.11,66.59,3.86,48.31,3,67.8,4.2,12.05,0.48,29.2,0,25.16,12,75.49,150.98,257.93,184,1157.52,2849.77,358.58,113.24,509.56,4479.11
"693",4.19,83.92,45713,81.97,54.39,3.68,51311,18713,3.34,7.11,17.66,23.77,5.04,66.85,28.97,5.49,8.43,7.04,83.53,81.84,93.49,88.74,0.86,5.82,76.03,3.35,39.9,3,71.08,0,0.68,0.43,29.6,0,0,0,0,47.97,103.94,110,439.75,1247.3,99.94,4,151.91,1791
"694",1.02,98.08,37044,74.18,67.67,1.74,44762,21610,4.73,5.78,16.3,30.35,2.8,58.18,37.21,5.05,7.68,6.47,85.86,83.53,95.45,81.51,0.42,1.71,86.71,0.92,21.93,3,86.23,0.93,0.27,0.05,21.5,0,0,1,8.77,52.65,8.77,45,394.84,2816.53,52.65,8.77,70.19,3272.79
"695",6.37,64.08,33265,81.19,39.05,11.8,37766,15365,11.76,7.65,16.78,42.32,4.72,59.42,43.21,7.95,12.98,10.65,73.74,67.5,86.79,74.97,1.93,6.18,48.02,7.92,60.52,2,45.82,0.6,3.84,0.61,25.7,0,5.39,2,10.77,161.55,172.32,306,1647.82,2837.91,1389.34,10.77,350.03,5885.84
"696",0.88,94.55,19977,85.92,49.37,3.72,30182,10204,23.4,3.54,7.68,48.53,6.09,56.08,36.91,5.19,8.27,6.68,79.84,81.25,91.9,80.04,2.28,3.91,48.39,3.1,58.21,2,42.05,3.39,3.18,0.5,29.4,0,0,4,20.61,5.15,133.96,81,417.33,1787.83,87.59,20.61,159.72,2313.36
"697",2.61,93.35,37473,86.4,44.32,3.24,42979,16621,7.77,3.47,13.94,22.37,5.45,70.08,28.31,10.41,14.87,12.72,77.07,73.76,83.25,80.58,1.34,3.25,64.91,3.04,35.8,3,62.73,0.1,3.96,0.21,24.3,0,5.57,36,100.23,175.39,579.08,375,1044.02,4963.95,556.81,19.49,860.27,6584.26
"698",9.42,88.63,19118,68.85,35.76,9.56,24876,10527,20.43,8.83,27.66,15.83,8.33,50.05,23.68,12.68,14.75,13.75,65.58,62.99,69.92,69.32,2.78,4.05,64.53,2.18,63.13,2,62.11,4.48,10.43,0.63,27.4,6.84,9.88,31,51.04,79.03,181.12,1056,1738.76,4674.56,433.04,39.52,321.08,6885.88
"699",2.48,72.5,22365,77.7,19.91,19.49,23896,9408,24.31,31.14,48.61,9.96,14.81,51.15,20.24,8.92,12.86,10.98,68.15,63.46,73.53,74.49,5.49,13.95,49.89,20.79,56.56,2,49.35,4.5,8.46,2.47,26.6,0,4.56,4,18.23,173.22,793.18,437,1992.07,3455.35,355.56,72.94,989.2,5875.92
"700",1.11,96.77,34704,74.67,42.67,6.42,39483,14458,7.67,8.25,24.14,11.26,6.57,59.01,19.44,8.8,9.79,9.32,79.91,76.92,85.74,85.41,1.36,3.92,78.71,1.37,39.16,3,72.01,1.5,1.4,0.29,23.3,0,0,7,38.13,185.23,179.78,134,730.01,4134.89,528.44,38.13,403.14,5431.47
"701",15.27,62.22,21483,76.88,25.76,9.91,24317,8900,24.2,21.4,41.9,6.41,9.57,57.57,11.74,12.02,14.01,13.03,73.62,67.21,81.26,75.79,3.51,11.2,57.73,14.22,60.27,2,57.07,9.76,19.83,1.51,25,0,0,1,8.11,89.26,494.97,140,1135.99,3334.96,681.6,48.69,592.34,5201.23
"702",7.31,91.15,32733,76.41,56.65,3.92,41694,15338,9,7.85,15.12,33.78,4.28,61.6,37.53,7.99,10.37,9.25,80.26,78.42,96.42,80.18,1.72,2.92,74.63,1.31,50.73,2,70.29,1.07,1.74,0.56,25,0,6.56,4.84093794159607,12.1607298649202,45.95,157.54,88,577.66,2599.45,105.03,13.13,237.530212280771,3295.26
"703",0.46,99.05,33219,78.64,54.61,3.73,36886,13570,3.75,7.78,17.69,21.02,5.87,60.26,29.2,4.17,5.74,4.98,90.78,89.08,99.22,90.33,0.71,3.43,92.24,0.67,21.65,3,91,1.95,0.22,0.37,22,0,0,5,42.17,42.17,16.87,59,497.64,2791.84,151.82,59.04,101.21,3500.34
"704",0.31,96.46,60925,75.13,69.88,2.54,69743,29971,2.33,2.44,8.97,40.45,2.72,61.62,45.76,2.94,4.8,3.91,91.05,90.27,98.36,90.79,0.2,4.24,92.86,0.67,14.9,4,88.16,0,0.19,0.12,27.6,0,0,1,8.36,25.07,50.14,55,459.6,1311.94,325.9,8.36,83.56,2105.79
"705",1.06,96.63,41450,77.48,64.29,2.79,46682,19703,2.42,7.27,17.21,32.56,2.34,62.04,35.92,5.69,7.68,6.78,86.51,85.53,93.27,86.04,0.75,2.75,77.84,0.7,26.11,3,73.57,0,0.47,0.17,22.2,0,0,1,3.4,61.28,61.28,98,333.63,2505.62,146.39,10.21,125.96,2995.85
"706",16.01,60.64,25533,73.63,27.88,17.98,28843,10865,22.79,12.54,31.91,12.71,10.69,54.27,20.9,13.11,17.73,15.47,61.49,55.92,65.33,64.98,7.94,11.74,51.21,14.54,60.73,2,52.25,10.55,7.95,0.44,32.1,3.86,44.9,129,70.63,848.7,2083.42,4740,2595.38,4604.89,1968.99,78.85,3047.66,9248.11
"707",3.42,90.18,29314,72.18,37.2,8.39,33657,24386,11.43,6,15.06,37.43,7.04,65.31,46.12,12.89,18.64,15.57,67.66,66.33,77.34,67.96,3.51,1.87,22.62,4.88,95.34,1,22.28,0.88,0.89,0.28,28.3,0,14.44,26,75.11,1401.09,1016.87,675,1949.97,5309.68,2510.4,57.78,2507.51,9827.83
"708",31.53,61.09,22785,72.54,34.45,16.52,27675,11704,23.5,11.03,31.21,18.99,8.8,57.84,24.85,13.21,16.76,15.12,46.1,42.05,49.89,46.18,14.34,6.99,48.42,2.93,53.97,2,44,9.51,7.79,0.53,32.3,5.41,27.74,159,68.91,709.86,365.33,6340,2747.57,5860.05,1280.18,150.81,1171.84,10038.61
"709",3.57,87.49,25165,83.87,41.84,3.22,35332,13690,15.04,4.16,12.86,38.05,6.05,63.66,35.72,8.99,13.35,11.19,75.6,73.94,82.88,76.41,1.3,3.03,56.93,2.39,50.93,2,51.04,3.74,4.9,0.19,28.9,9.09,2.28,34,38.71,43.27,145.74,1040,1184.17,3426.13,343.87,11.39,230,4965.56
"710",4.77,88.62,42743,95.62,36.73,1.33,43743,14070,2.85,2.61,10.07,21.46,4.49,80.02,25.15,6.98,9.94,8.47,88.01,86.39,93.56,89.42,0.76,5.84,75.93,4.65,11.41,3,77.2,0.26,1.41,0.08,24.7,0,0,1,3.71,18.54,118.64,168,622.85,1953.81,159.42,92.69,140.88,2828.75
"711",0.46,95.69,32069,79.65,50.03,2.63,37832,14147,3.89,4.04,14.44,19.07,3.65,65.17,26.75,9.54,14.32,12.08,75.92,74.63,89.47,83.44,0.39,4.62,73.74,2.26,39.25,3,72.01,1.39,1.99,0.61,24.8,0,0,5,45.5,81.89,154.69,99,900.82,3475.89,609.65,63.69,282.07,5050.05
"712",2.39,81.07,29351,75.39,33.27,14.64,35138,12701,17.99,16.6,34.21,15.51,10.68,58.39,22.9,9.04,12.51,10.84,62.75,58.43,68.03,62.77,5.62,8.41,44.59,6.65,57.63,2,41.89,3.08,5.04,1,28.4,10.73,6.21,49,50.74,312.7,904.97,2244,2323.51,3236.76,2030.48,171.88,1274.62,7762.64
"713",7.1,85.31,41733,90.09,35.05,4.01,45144,14349,8.82,6.53,18.36,14.35,5.22,69.45,23.18,11.24,13.14,12.2,81.51,77.88,90.89,80.78,1.62,6.39,72.26,6.38,30.72,3,70.98,2.92,4.82,0.58,22.4,0,3.17,22,69.83,47.61,263.46,182,577.7,1641.06,247.59,15.87,384.08,2482.22
"714",7.94,76.92,25576,78.09,35.35,8.51,30757,12332,18.88,15.17,29.31,15.79,6.83,60.19,23.27,10.08,13.76,12.03,73.92,68.49,83.88,73.54,2.58,6.81,59.81,7.56,47.59,3,58.18,4.69,10.44,0.57,24.7,0,6.48,21,34.02,132.85,759.83,1116,1808.05,4939.73,398.55,34.02,933.19,7180.35
"715",23.5,68.77,25689,75.98,36.53,8.46,32128,14978,18.74,13.78,31.82,24.89,5.04,61.93,27.86,12.27,15.37,13.98,59.56,54.55,63.53,58.67,7.88,5.38,48.28,4.96,51.59,2,47.35,0.28,9.96,0.23,25.4,0,15.09,8,40.25,236.44,940.74,223,1121.84,5911.06,699.27,55.34,1232.52,7787.5
"716",1.09,97.64,27222,59.82,48.95,6.95,33282,15042,9.5,2.59,14.01,22.48,7.93,48.64,24.17,7.59,11.64,9.84,65.23,66.79,73.51,65.78,1.81,2.57,72.67,1.09,52.43,2,73.11,0.22,1.07,0.09,33.4,0,0,9,40.09,40.09,365.24,280,1247.16,2636.85,249.43,31.18,445.41,4164.63
"717",3.37,93.69,54005,85.49,62.84,0.89,58426,22514,2.48,3.26,11.44,38.03,2.32,67.82,41.65,4.49,6.49,5.53,90.43,90.46,97.18,91.39,0.46,3.72,90.14,0.32,16.48,3,85.79,0,0.39,0,22.9,0,0,0,0,24.32,34.05,50,243.19,1478.6,194.55,0,58.37,1916.34
"718",7.89,89.13,26218,76.25,42.51,8,32611,12557,15.59,7.16,21.19,20.14,6.51,61.58,24.95,10.16,13.35,11.85,68,65.35,71.42,72.26,5.04,4.64,64.98,1.99,48.98,3,61.17,7.84,4.27,0.31,26.3,4.23,4.11,65,66.73,297.71,1197,1837,1885.84,5698.59,426.03,67.75,1565.55,8078.23
"719",27.58,69.18,32451,86.08,45.56,4.07,42212,16896,11.8,4.77,13.44,40.56,3.97,68.92,35.46,9.84,13.94,11.97,69.26,66.76,81.34,69.03,6.06,3.13,51.85,2.62,55.36,2,46.88,1.06,3.65,0.26,24.6,7.02,11.21,94,39.02,330.02,462.45,2947,1223.37,3900.1,366.56,12.04,842.7,5502.07
"720",0.29,96,19183,87.83,42.09,3.97,23542,6599,41.77,4.7,11.88,19.93,8.7,43.97,23.9,2.13,3.35,2.83,86.22,85.57,92.19,89.42,0.25,20.52,40.41,21.71,40.15,3,40.43,1.47,4.56,0.08,26.2,0,0,1,6.72,0,47.01,45,302.22,3727.33,67.16,6.72,53.73,4103.43
"721",56.42,19,17386,69.28,12.29,26.92,18874,7276,36.56,20.02,50.33,6.44,16.3,46.1,13.89,13.69,18.62,16.34,32.86,26.62,31.47,33.55,24.19,16.47,48.4,15.24,48.76,3,48.39,39.89,20.8,1.76,32.5,3.09,50.42,90,108.05,1985.69,1386.62,4039,4848.97,4713.31,2180.18,367.36,3530.78,12109.83
"722",0.47,98.97,41006,87.65,51.97,1.84,43308,16494,2.54,1.97,9.51,29.48,4.56,71.33,30.59,6.12,8.86,7.53,88.73,87.06,96.11,88.5,0.67,3.02,87.07,0.62,30.19,3,82.88,0.41,0.52,0.4,22.4,0,0,1,6.64,0,0,32,212.38,1221.21,159.29,0,6.64,1592.89
"723",0.99,62.23,28034,82.36,18.42,15.41,28004,8056,22.51,31.87,55.72,6.01,9.4,58.34,11.3,7.45,12.52,9.9,68.91,59.98,74.73,71.86,9.19,28.02,35.85,42.63,73.74,2,40.21,4.44,8.56,1.33,30,9.73,18.06,45,42.78,594.18,663.58,1357,1290.08,2076.3,1139.87,70.35,1318.6,4576.61
"724",0.56,97.98,47859,91.23,48.51,2.96,50714,17678,2.89,5.18,14.96,24.8,6.71,75.22,32.36,7.1,9.52,8.33,85.12,83.41,90.82,89.78,1.31,4.02,77.77,1.57,36.47,3,74.92,1.47,1.16,0.29,26.1,0,0,6,30.4,15.2,45.6,67,339.5,1611.35,177.35,25.34,91.21,2153.53
"725",12.43,70.56,25414,85.66,40.55,4.5,33481,14295,17.93,7.84,17.67,34.4,6.32,67.27,34.29,11.1,16.11,13.62,68.53,64.23,78.72,67.33,4.49,5.83,45.91,6.76,60.53,2,40.58,6.05,7.47,0.49,27.3,2.77,7.37,271,53.98,309.75,228.68,8453,1683.8,7100.74,867.9,121.51,599.78,9773.95
"726",3.35,89.44,47482,87.56,47.69,3.27,52927,18859,3.47,5.02,16.79,24.22,4.49,70.08,28.83,6.05,9.14,7.65,84.91,82.93,93.5,80.75,1.2,4.47,73.82,2.31,45.56,3,67.89,1.41,0.89,0.26,24.3,3.45,1.7,3,5.1,50.98,83.28,318,540.44,1638.31,446.97,33.99,141.06,2659.71
"727",6.34,92.68,20095,68.17,37.43,11.13,25589,10050,19.21,12.73,31.64,13.94,9.47,54.03,21.67,10.34,12.44,11.5,74.24,70.95,80.5,81.43,2.46,4.57,69.96,2.42,55.09,2,66.85,4.49,7.01,0.97,23.3,0,0,9,49.29,38.33,569.52,217,1188.32,4736.87,169.76,54.76,657.14,6149.72
"728",4.52,87.08,28955,72.26,36.73,12.78,36261,13393,15.3,10.96,27.09,21.05,8.27,56,26.68,8.93,12.3,10.72,62.7,59.7,67.72,64.44,6.24,5.33,46.64,3.3,53.88,2,43.29,3.14,4.09,0.36,26.9,4.85,7.22,77,46.3,377.65,371.289349466983,3404,2047.03,3139.7,1017.5,37.634252649959,623.49785740306,5044.25548049503
"729",43.14,56.11,18683,70.16,25.42,11.17,23415,9717,22.9,19,43.05,13.75,7.69,54.49,18.77,11.87,13.7,12.92,53.96,46.13,52.9,58.65,9.7,5.36,47.21,4.79,58.31,2,48.8,11.53,15.5,0.55,25.1,0,21.53,19,81.83,271.33,2510.87,307,1322.19,4358.5,284.25,12.92,2885.57,5977.86
"730",4.18,74.12,23497,72.51,33.14,6.72,28070,10362,18.61,15.22,36.01,10.85,7.89,54.69,20.13,7.3,10.44,8.96,80.31,74.99,80.37,75.9,1.9,6.38,71.36,7.06,50.91,2,71.05,3.04,9.48,0.63,21.8,0,0,3,24.22,0,726.51,65,524.7,1977.72,32.29,8.07,750.73,2542.78
"731",8.04,90.62,25380,64.78,45.08,5.31,30490,13557,10.82,8.74,25.82,15.15,6.91,48.87,25.66,10.78,12.05,11.45,71.49,66.37,76.15,76.61,2.55,3.53,72.47,2.57,62.52,2,71.49,0.47,5.45,0.29,29.5,0,5.08,9,45.73,162.61,772.4,198,1006.15,2871.08,142.28,0,985.82,4019.51
"732",0.5,93.04,31063,80.45,44.97,5.42,35137,13120,7.05,7.05,18.15,17.47,5.55,64.43,25.09,11.37,14.71,13.14,74.1,72.39,81.31,82.02,1.96,4.87,67.42,3.44,40.12,3,65.1,1.23,3.8,0.44,23.5,0,0,7,25.5,47.36,69.22,174,633.93,3053.05,353.4,40.08,142.09,4080.44
"733",0.95,94.72,53781,91.58,53.19,2.5,58764,21189,1.6,9.22,17.16,30.15,3.8,69.07,34.5,7.69,10.48,9.2,82.06,80.89,95.58,84.51,1.75,4.3,79.94,1.37,45.9,3,74.9,1.97,0.36,0,26.6,0,0,0,0,0,98.73,24,215.4,996.23,116.68,8.98,98.73,1337.28
"734",8.79,88.47,21310,65.76,40.46,10.65,28261,10796,16.68,14.23,34.17,9.59,8.55,51.86,16.2,9.24,11.48,10.45,63.07,62.26,71.25,73.15,5.24,5.61,61.38,2.84,44.08,3,57.47,5.69,4.65,0.55,26.1,0,0,3,14.91,174.01,1252.86,192,954.56,1924.03,676.15,30.2595109583936,1441.78,3791.7699324442
"735",1.62,97.38,37087,77.63,50.77,2.46,43669,15795,3.14,4.83,15.77,18.98,3.15,65.38,29.85,7.52,11.2,9.48,82.67,81.66,96.24,82.61,0.44,2.52,78.52,1.09,30.33,3,71.8,0.79,2.13,0,25.6,0,0,2,17.66,26.49,61.81,55,485.65,4927.15,317.88,61.81,105.96,5792.49
"736",24.27,74.59,22591,73.4,32.62,8.82,28203,12513,16.08,13.56,32.03,15.65,5.47,58.89,20.81,13.47,16.44,15.09,60.93,55.91,70.25,64.43,6.48,3.82,59.41,2.04,49.65,3,56.63,4.5,8.47,0.42,24.3,5.79,11.27,32,32.78,222.3,312.45,118,120.88,4505.41,322.69,58.39,578.8,5007.38
"737",29.59,66.78,26713,77.98,36.73,7.86,32969,13799,15.32,6.95,21.2,22.05,7.23,62.88,26.54,13.42,16.8,15.22,61.2,56.13,68.81,64.36,7.41,5.78,61.99,3.19,52.33,2,56.93,7.5,4.85,0.51,25,3.83,34.34,515,115.59,873.3,1436.88,12106,2717.1,5299.3,1904.84,118.28,2460.11,10039.52
"738",17.07,82.14,21459,70.41,36.33,7.91,28816,11854,18.55,13.57,29.79,22.56,6.99,54.09,26.93,8.8,12.7,10.96,69.83,65.73,79.83,72.79,3.85,2.89,63.84,1.5,43.25,3,60.5,1.69,6.41,0.4,26.2,0,10.79,9,24.28,80.94,491.02,345,930.77,3528.84,178.06,50.1453160408348,607.03,4937.53070873043
"739",1.4,97.26,22550,74.96,41.8,8.94,31760,10033,20.2,8.31,24.93,21.78,6.3,52.39,28.72,9.37,10.42,9.96,67.16,65.24,68.15,69.92,2.49,3.84,49.13,1.46,49.62,3,45.64,3.8,8.35,0.11,29.3,0,0,8,40.1,45.11,120.29,172,862.07,4029.67,150.36,75.18,205.49,5117.28
"740",3.25,55.83,38124,83.71,27.41,10.72,40369,11713,9.29,16.22,35.34,9.92,6.64,61.29,17.5,8.95,12.74,10.85,75.68,65.31,85.59,79.93,3.99,17.1,65.43,22.64,51.26,2,64.98,4.11,2.96,0.32,28.4,0,5.93,33,32.59,388.15,747.65,1079,1065.68,1771.85,1157.53,20.74,1174.32,4015.8
"741",14.11,76.21,36376,74.73,42.98,9.15,43305,17484,11.03,11.2,26.45,21.91,6.48,58.85,28.99,7.24,10.87,9.21,66.68,61.72,73.65,68.22,6.18,6.69,46.77,6.85,63.64,2,43.54,3.15,5.54,0.72,25.4,5.92,10.37,34,18.56,465.18,243.51,1682,918.34,2507.7,1019.9,48.59,737.62,4494.53
